llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,drift_intensity_d,potential_recovery_d,justification_d,datetime_start_d,duration_min_d,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,state_summary_a,drift_topic_a,next_datetime_a
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 12:30:00,15,Hobbs_Cafe:main_floor,lunch,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 11:15', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward upcoming Twitch stream ideas ; (Maria maintains focus on physics studies despite minor library distractions) ; Continuing physics study while briefly checking stream notifications and thinking about Twitch ideas'}, {'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Twitch stream setup ideas ; (Maria is studying but distracted by stream planning in library) ; Studying physics while mentally planning stream layout and checking notifications'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Physics problem-solving with light stream planning ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream ideas) ; Attempting physics problems while frequently checking phone for stream alerts'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing checking phone and planning stream layout about Twitch stream setup ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream planning) ; At Hobbs Cafe actively planning stream layout while eating lunch'}, {'sim_time': '2023-02-13 12:15', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is deeply distracted by Twitch planning during study and lunch time) ; Enjoying lunch while making brief stream notes before transitioning'}]",Maria Lopez is at Hobbs_Cafe:main_floor doing lunch.,,off_track,med,fragile,high,Twitch stream planning,med,Persistent stream-related thoughts intruding on scheduled activities,"['phone vibrating with stream alerts', 'background chatter', 'thoughts about stream setup']",Maria needs to compartmentalize stream planning for dedicated time later.,reset_plan,Maria is distracted by stream planning during study and lunch.,"Stream thoughts persistently intrude on physics study and lunch, requiring intervention.",2023-02-13 12:30:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:30:00,15,Lunch at her favorite cafe while catching up on messages.,Finishing lunch while consciously limiting stream-related thoughts,False,none,,continue,0.0,,,2023-02-13 12:30:00,15,2023-02-13 12:30:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,False,none,0.0,Finishing lunch while consciously limiting stream-related thoughts,,2023-02-13 12:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 12:45:00,15,Hobbs_Cafe:main_floor,lunch,"clinking of mugs, aroma of coffee, background chatter, phone vibrating with stream alerts","[{'sim_time': '2023-02-13 11:30', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Studying physics and participating in online discussions. ; while drifting (attentional_leak) toward Twitch stream setup ideas ; (Maria is studying but distracted by stream planning in library) ; Studying physics while mentally planning stream layout and checking notifications'}, {'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Physics problem-solving with light stream planning ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream ideas) ; Attempting physics problems while frequently checking phone for stream alerts'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing checking phone and planning stream layout about Twitch stream setup ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream planning) ; At Hobbs Cafe actively planning stream layout while eating lunch'}, {'sim_time': '2023-02-13 12:15', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is deeply distracted by Twitch planning during study and lunch time) ; Enjoying lunch while making brief stream notes before transitioning'}, {'sim_time': '2023-02-13 12:30', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is distracted by stream planning during study and lunch.) ; Finishing lunch while consciously limiting stream-related thoughts'}]",Maria Lopez is at Hobbs_Cafe:main_floor doing lunch.,,off_track,med,slipping,high,Twitch stream planning,med,Persistent stream-related thoughts despite attempts to focus on studies and lunch,"['phone vibrating with stream alerts', 'background chatter at cafe', 'internal stream planning thoughts']",Maria needs to compartmentalize streaming thoughts until after climbing to regain focus,reset_plan,Maria is stuck in a loop of stream planning during study and lunch time,Persistent distraction from physics studies to Twitch planning indicates off-track behavior requiring intervention,2023-02-13 12:45:00,Hobbs_Cafe:main_floor,lunch,2023-02-13 12:45:00,15,Lunch at her favorite cafe while catching up on messages.,Wrapping up lunch while preparing mentally for rock climbing,False,none,,continue,0.0,,,2023-02-13 12:45:00,15,2023-02-13 12:45:00,15,Hobbs_Cafe:main_floor,lunch,Lunch at her favorite cafe while catching up on messages.,False,none,0.0,Wrapping up lunch while preparing mentally for rock climbing,,2023-02-13 13:00
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 13:00:00,15,Hobbs_Cafe:main_floor,lunch,"thud of feet on mats, scent of chalk, sound of rhythmic breathing, phone pings from the locker","[{'sim_time': '2023-02-13 11:45', 'summary': 'Maria Lopez is at Oak_Hill_College:library doing study about Physics problem-solving with light stream planning ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream ideas) ; Attempting physics problems while frequently checking phone for stream alerts'}, {'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing checking phone and planning stream layout about Twitch stream setup ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream planning) ; At Hobbs Cafe actively planning stream layout while eating lunch'}, {'sim_time': '2023-02-13 12:15', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is deeply distracted by Twitch planning during study and lunch time) ; Enjoying lunch while making brief stream notes before transitioning'}, {'sim_time': '2023-02-13 12:30', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is distracted by stream planning during study and lunch.) ; Finishing lunch while consciously limiting stream-related thoughts'}, {'sim_time': '2023-02-13 12:45', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is stuck in a loop of stream planning during study and lunch time) ; Wrapping up lunch while preparing mentally for rock climbing'}]",Maria Lopez is at Hobbs_Cafe:main_floor doing lunch.,,off_track,med,fragile,high,Twitch stream planning,med,Persistent return to stream planning despite attempts to focus on other activities,"['phone notifications', 'stream alerts', 'upcoming stream session']",Maria needs physical reset to break stream planning fixation before climbing session,reset_plan,Maria remains distracted by stream thoughts despite location transition to rock climbing,Persistent stream-related rumination indicates need for intervention to refocus on current physical activity,2023-02-13 13:00:00,rock_climbing_gym,rock_climbing,2023-02-13 13:00:00,15,One hour of intense physical activity.,Starting rock climbing with focus on physical reset,False,none,,continue,0.0,,,2023-02-13 13:00:00,15,2023-02-13 13:00:00,15,rock_climbing_gym,rock_climbing,One hour of intense physical activity.,False,none,0.0,Starting rock climbing with focus on physical reset,,2023-02-13 13:15
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 13:15:00,15,rock_climbing_gym,rock_climbing,"thud of feet on mats, scent of chalk, sound of rhythmic breathing, phone pings from the locker","[{'sim_time': '2023-02-13 12:00', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing checking phone and planning stream layout about Twitch stream setup ; while drifting (behavioral) toward Twitch stream setup ; (Maria is studying physics but frequently distracted by Twitch stream planning) ; At Hobbs Cafe actively planning stream layout while eating lunch'}, {'sim_time': '2023-02-13 12:15', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is deeply distracted by Twitch planning during study and lunch time) ; Enjoying lunch while making brief stream notes before transitioning'}, {'sim_time': '2023-02-13 12:30', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is distracted by stream planning during study and lunch.) ; Finishing lunch while consciously limiting stream-related thoughts'}, {'sim_time': '2023-02-13 12:45', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is stuck in a loop of stream planning during study and lunch time) ; Wrapping up lunch while preparing mentally for rock climbing'}, {'sim_time': '2023-02-13 13:00', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts despite location transition to rock climbing) ; Starting rock climbing with focus on physical reset'}]",Maria Lopez is at rock_climbing_gym doing rock_climbing.,,off_track,med,fragile,high,Twitch stream planning,med,Persistent stream-related thoughts during non-streaming activities,"['phone pings from locker', 'internal thoughts about stream setup']",Maria needs to fully engage in current activity to break stream planning fixation,reset_plan,Maria remains distracted by stream thoughts during rock climbing,Stream planning persists across multiple activities despite location changes and conscious effort,2023-02-13 13:15:00,rock_climbing_gym,rock_climbing,2023-02-13 13:15:00,15,One hour of intense physical activity.,Focusing on climbing movements to reset attention,False,none,,continue,0.0,,,2023-02-13 13:15:00,15,2023-02-13 13:15:00,15,rock_climbing_gym,rock_climbing,One hour of intense physical activity.,False,none,0.0,Focusing on climbing movements to reset attention,,2023-02-13 13:30
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 13:30:00,15,rock_climbing_gym,rock_climbing,"thud of feet on mats, scent of chalk, sound of rhythmic breathing, phone pings from the locker","[{'sim_time': '2023-02-13 12:15', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is deeply distracted by Twitch planning during study and lunch time) ; Enjoying lunch while making brief stream notes before transitioning'}, {'sim_time': '2023-02-13 12:30', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is distracted by stream planning during study and lunch.) ; Finishing lunch while consciously limiting stream-related thoughts'}, {'sim_time': '2023-02-13 12:45', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is stuck in a loop of stream planning during study and lunch time) ; Wrapping up lunch while preparing mentally for rock climbing'}, {'sim_time': '2023-02-13 13:00', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts despite location transition to rock climbing) ; Starting rock climbing with focus on physical reset'}, {'sim_time': '2023-02-13 13:15', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts during rock climbing) ; Focusing on climbing movements to reset attention'}]",Maria Lopez is at rock_climbing_gym doing rock_climbing.,,partial,low,slipping,high,Twitch stream planning,low,Persistent return to stream planning despite physical activity,"['phone pings from locker', 'internal thoughts about stream content']",Maria needs to fully disengage from stream thoughts to benefit from physical reset,reset_plan,Maria remains distracted by stream planning during physical activity,"Despite location change, Maria continues to ruminate on stream planning instead of focusing on climbing",2023-02-13 13:30:00,rock_climbing_gym,rock_climbing,2023-02-13 13:30:00,15,One hour of intense physical activity.,Continuing rock climbing with renewed focus on physical movements,False,none,,continue,0.0,,,2023-02-13 13:30:00,15,2023-02-13 13:30:00,15,rock_climbing_gym,rock_climbing,One hour of intense physical activity.,False,none,0.0,Continuing rock climbing with renewed focus on physical movements,,2023-02-13 13:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 13:45:00,15,rock_climbing_gym,rock_climbing,"thud of feet on mats, scent of chalk, sound of rhythmic breathing, phone pings from the locker","[{'sim_time': '2023-02-13 12:30', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is distracted by stream planning during study and lunch.) ; Finishing lunch while consciously limiting stream-related thoughts'}, {'sim_time': '2023-02-13 12:45', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is stuck in a loop of stream planning during study and lunch time) ; Wrapping up lunch while preparing mentally for rock climbing'}, {'sim_time': '2023-02-13 13:00', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts despite location transition to rock climbing) ; Starting rock climbing with focus on physical reset'}, {'sim_time': '2023-02-13 13:15', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts during rock climbing) ; Focusing on climbing movements to reset attention'}, {'sim_time': '2023-02-13 13:30', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream planning during physical activity) ; Continuing rock climbing with renewed focus on physical movements'}]",Maria Lopez is at rock_climbing_gym doing rock_climbing.,,partial,med,slipping,high,stream planning,med,persistent stream-related thoughts during unrelated activities,"['phone pings from locker', 'upcoming stream at 14:00']",Transition focus to cool-down routine to bridge to next activity,reset_plan,Maria remains preoccupied with streaming despite physical activity,"Stream thoughts persist through multiple activities, indicating strong preoccupation with upcoming stream.",2023-02-13 13:45:00,rock_climbing_gym,rock_climbing,2023-02-13 13:45:00,15,One hour of intense physical activity.,Wrapping up climbing session while mentally preparing for stream,False,none,,continue,0.0,,,2023-02-13 13:45:00,15,2023-02-13 13:45:00,15,rock_climbing_gym,rock_climbing,One hour of intense physical activity.,False,none,0.0,Wrapping up climbing session while mentally preparing for stream,,2023-02-13 14:00
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 14:00:00,15,rock_climbing_gym,rock_climbing,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 12:45', 'summary': 'Maria Lopez is at Hobbs_Cafe:main_floor doing lunch about Lunch at her favorite cafe while catching up on messages. ; (Maria is stuck in a loop of stream planning during study and lunch time) ; Wrapping up lunch while preparing mentally for rock climbing'}, {'sim_time': '2023-02-13 13:00', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts despite location transition to rock climbing) ; Starting rock climbing with focus on physical reset'}, {'sim_time': '2023-02-13 13:15', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts during rock climbing) ; Focusing on climbing movements to reset attention'}, {'sim_time': '2023-02-13 13:30', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream planning during physical activity) ; Continuing rock climbing with renewed focus on physical movements'}, {'sim_time': '2023-02-13 13:45', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains preoccupied with streaming despite physical activity) ; Wrapping up climbing session while mentally preparing for stream'}]",Maria Lopez is at rock_climbing_gym doing rock_climbing.,,partial,med,slipping,high,stream planning and preparation,med,Persistent preoccupation with streaming activities during unrelated tasks,"['stream planning thoughts', 'upcoming streaming session', 'phone notifications']",Maria needs to fully transition from climbing mindset to streaming mode to avoid half-present engagement,reset_plan,Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation,"Despite physical activity, Maria remains fixated on streaming thoughts, indicating unresolved planning anxiety",2023-02-13 14:00:00,home:twitch_streaming_room,twitch_stream,2023-02-13 14:00:00,15,Streaming games and interacting with her audience.,Transitioning to streaming setup with focused preparation,False,none,,continue,0.0,,,2023-02-13 14:00:00,15,2023-02-13 14:00:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Transitioning to streaming setup with focused preparation,,2023-02-13 14:15
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 14:15:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 13:00', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts despite location transition to rock climbing) ; Starting rock climbing with focus on physical reset'}, {'sim_time': '2023-02-13 13:15', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts during rock climbing) ; Focusing on climbing movements to reset attention'}, {'sim_time': '2023-02-13 13:30', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream planning during physical activity) ; Continuing rock climbing with renewed focus on physical movements'}, {'sim_time': '2023-02-13 13:45', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains preoccupied with streaming despite physical activity) ; Wrapping up climbing session while mentally preparing for stream'}, {'sim_time': '2023-02-13 14:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation) ; Transitioning to streaming setup with focused preparation'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,partial,med,slipping,med,stream preparation and performance,low,persistent focus on streaming despite physical transitions,"['phone notifications', 'stream setup technicalities', 'lingering thoughts about climbing session']",Maria needs to ground herself in the present stream to prevent mental fragmentation.,reset_plan,Maria is physically streaming but mentally scattered across activities.,Maria's attention is split between current stream and residual thoughts from climbing and preparation.,2023-02-13 14:15:00,home:twitch_streaming_room,twitch_stream,2023-02-13 14:15:00,15,Streaming games and interacting with her audience.,Focusing on engaging with chat to ground in the present moment,False,none,,continue,0.0,,,2023-02-13 14:15:00,15,2023-02-13 14:15:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Focusing on engaging with chat to ground in the present moment,,2023-02-13 14:30
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 14:30:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 13:15', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream thoughts during rock climbing) ; Focusing on climbing movements to reset attention'}, {'sim_time': '2023-02-13 13:30', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream planning during physical activity) ; Continuing rock climbing with renewed focus on physical movements'}, {'sim_time': '2023-02-13 13:45', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains preoccupied with streaming despite physical activity) ; Wrapping up climbing session while mentally preparing for stream'}, {'sim_time': '2023-02-13 14:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation) ; Transitioning to streaming setup with focused preparation'}, {'sim_time': '2023-02-13 14:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically streaming but mentally scattered across activities.) ; Focusing on engaging with chat to ground in the present moment'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,partial,med,slipping,med,stream preparation and performance,low,persistent mental preoccupation with streaming during other activities,"['phone notifications', 'upcoming stream content planning', 'physical fatigue from climbing']",Maria needs to fully commit to present streaming engagement to prevent mental scattering,continue,Maria is physically streaming but mentally divided between activities,"Stream thoughts persist through activities, indicating difficulty transitioning focus despite physical presence in streaming",2023-02-13 14:30:00,home:twitch_streaming_room,twitch_stream,2023-02-13 14:30:00,15,Streaming games and interacting with her audience.,Continuing stream with focus on chat interaction,True,attentional_leak,upcoming physics exam,glancing at study materials,0.6000000000000001,chat engagement could refocus her,Maria's physics exam anxiety bleeds into stream focus despite her best efforts,2023-02-13 14:30:00,15,2023-02-13 14:30:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,True,attentional_leak,0.6000000000000001,Streaming games while occasionally glancing at physics notes nearby,upcoming physics exam,2023-02-13 14:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 14:45:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 13:30', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains distracted by stream planning during physical activity) ; Continuing rock climbing with renewed focus on physical movements'}, {'sim_time': '2023-02-13 13:45', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains preoccupied with streaming despite physical activity) ; Wrapping up climbing session while mentally preparing for stream'}, {'sim_time': '2023-02-13 14:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation) ; Transitioning to streaming setup with focused preparation'}, {'sim_time': '2023-02-13 14:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically streaming but mentally scattered across activities.) ; Focusing on engaging with chat to ground in the present moment'}, {'sim_time': '2023-02-13 14:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is physically streaming but mentally divided between activities) ; Streaming games while occasionally glancing at physics notes nearby'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,partial,med,slipping,med,upcoming physics exam,med,persistent academic anxiety disrupting leisure activities,"['physics notes visible in streaming room', 'upcoming exam pressure', 'stream chat engagement']",Maria needs to compartmentalize study and streaming to maintain quality in both,reset_plan,Maria's physics exam anxiety is persistently intruding on her streaming focus,Maria's academic stress is causing consistent attentional leakage during scheduled streaming time,2023-02-13 14:45:00,home:twitch_streaming_room,twitch_stream,2023-02-13 14:45:00,15,Streaming games and interacting with her audience.,Continuing stream with adjusted focus on casual engagement,False,none,,continue,0.0,,,2023-02-13 14:45:00,15,2023-02-13 14:45:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Continuing stream with adjusted focus on casual engagement,,2023-02-13 15:00
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 15:00:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 13:45', 'summary': 'Maria Lopez is at rock_climbing_gym doing rock_climbing about One hour of intense physical activity. ; (Maria remains preoccupied with streaming despite physical activity) ; Wrapping up climbing session while mentally preparing for stream'}, {'sim_time': '2023-02-13 14:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation) ; Transitioning to streaming setup with focused preparation'}, {'sim_time': '2023-02-13 14:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically streaming but mentally scattered across activities.) ; Focusing on engaging with chat to ground in the present moment'}, {'sim_time': '2023-02-13 14:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is physically streaming but mentally divided between activities) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 14:45', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is persistently intruding on her streaming focus) ; Continuing stream with adjusted focus on casual engagement""}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,partial,med,slipping,med,upcoming physics exam,med,persistent exam anxiety interfering with streaming focus,"['physics notes nearby', 'phone notifications', 'internal exam anxiety']",Acknowledge exam stress but compartmentalize to maintain stream quality,continue,Maria is streaming but struggling with physics exam distractions,"Maria's attention is divided between streaming and exam prep, creating cognitive load but not yet critical",2023-02-13 15:00:00,home:twitch_streaming_room,twitch_stream,2023-02-13 15:00:00,15,Streaming games and interacting with her audience.,Continuing stream with physics exam on mind,True,attentional_leak,upcoming physics exam,glancing at physics notes while streaming,0.6000000000000001,Will refocus when chat engagement increases,Maria's exam anxiety keeps pulling her focus from stream despite efforts to compartmentalize.,2023-02-13 15:00:00,15,2023-02-13 15:00:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,True,attentional_leak,0.6000000000000001,Streaming games while occasionally glancing at physics notes nearby,upcoming physics exam,2023-02-13 15:15
